>>>Applying grid seach
>>>Generanting test/train split
Fitting 5 folds for each of 480 candidates, totalling 2400 fits
0 params - {'clf__class_weight': 'balanced', 'clf__solver': 'newton-cg', 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
460 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.81; std - 0.01
461 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.81; std - 0.01
462 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.81; std - 0.00
463 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.80; std - 0.01
464 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
465 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.75; std - 0.00
466 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.00
467 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.00
468 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.76; std - 0.00
469 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.75; std - 0.00
470 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.75; std - 0.00
471 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.74; std - 0.01
472 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
473 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.00
474 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.00
475 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.00
476 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': True}; mean - 0.75; std - 0.00
477 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': True, 'vect__use_idf': False}; mean - 0.74; std - 0.00
478 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': True}; mean - 0.74; std - 0.00
479 params - {'clf__class_weight': None, 'clf__solver': 'saga', 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False, 'vect__sublinear_tf': False, 'vect__use_idf': False}; mean - 0.73; std - 0.00
>>>Printing results
              precision    recall  f1-score   support

         neg       0.77      0.74      0.75       838
         pos       0.84      0.86      0.85      1331

    accuracy                           0.81      2169
   macro avg       0.81      0.80      0.80      2169
weighted avg       0.81      0.81      0.81      2169

>tp: 1149
>fp: 221
>tn: 617
>fn: 182
>test acc : 0.814200092208391
