>>>Applying grid seach
>>>Generanting test/train split
Fitting 5 folds for each of 576 candidates, totalling 2880 fits
0 params - {'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.3, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.65; std - 0.00
496 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.77; std - 0.01
497 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.77; std - 0.00
498 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.78; std - 0.01
499 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.78; std - 0.00
500 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.69; std - 0.01
501 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.69; std - 0.01
502 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.69; std - 0.01
503 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.69; std - 0.01
504 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
505 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
506 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
507 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.02
508 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
509 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
510 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
511 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.02
512 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.58; std - 0.01
513 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.58; std - 0.00
514 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.58; std - 0.01
515 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 30, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.59; std - 0.01
516 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
517 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
518 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
519 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.02
520 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
521 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
522 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
523 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.02
524 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.58; std - 0.01
525 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.58; std - 0.00
526 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.58; std - 0.01
527 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 50, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.59; std - 0.01
528 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
529 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
530 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
531 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.47; std - 0.02
532 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
533 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
534 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
535 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.02
536 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.58; std - 0.00
537 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.58; std - 0.00
538 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.58; std - 0.00
539 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 100, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.59; std - 0.01
540 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
541 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.02
542 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.45; std - 0.02
543 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.01
544 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
545 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
546 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
547 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.02
548 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.59; std - 0.00
549 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.58; std - 0.00
550 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.59; std - 0.00
551 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 200, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.59; std - 0.01
552 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
553 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.02
554 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
555 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.46; std - 0.01
556 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.46; std - 0.01
557 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
558 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.45; std - 0.02
559 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.45; std - 0.02
560 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.59; std - 0.01
561 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.59; std - 0.00
562 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.59; std - 0.00
563 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 400, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.59; std - 0.01
564 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.46; std - 0.01
565 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.02
566 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
567 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 1), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.45; std - 0.00
568 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.46; std - 0.02
569 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
570 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.45; std - 0.01
571 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (1, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.45; std - 0.01
572 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': True}; mean - 0.59; std - 0.01
573 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l1', 'vect__smooth_idf': False}; mean - 0.59; std - 0.00
574 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': True}; mean - 0.59; std - 0.01
575 params - {'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 2, 'clf__n_estimators': 600, 'vect__ngram_range': (2, 2), 'vect__norm': 'l2', 'vect__smooth_idf': False}; mean - 0.59; std - 0.01
>>>Printing results
              precision    recall  f1-score   support

         neg       0.81      0.64      0.71       837
         pos       0.80      0.91      0.85      1332

    accuracy                           0.80      2169
   macro avg       0.81      0.77      0.78      2169
weighted avg       0.81      0.80      0.80      2169

>tp: 1211
>fp: 304
>tn: 533
>fn: 121
>test acc : 0.8040571692023974
